date,rain_Paranagua_PR,temp_Paranagua_PR,rain_MatoGrosso_MT,temp_MatoGrosso_MT,rain_Goias_GO,temp_Goias_GO,rain_MatoGrossoSul_MS,temp_MatoGrossoSul_MS,rain_RioGrandeSul_RS,temp_RioGrandeSul_RS
2017-05-12,0.27,17.41,0.04,24.19,0.0,21.68,0.0,21.28,32.05,15.71
2017-05-13,0.79,19.33,0.94,24.71,0.0,22.54,3.04,22.22,37.74,19.01
2017-05-14,3.77,20.4,0.34,25.48,0.0,23.1,9.97,22.48,0.91,17.49
2017-05-15,0.08,16.33,8.91,25.08,2.87,23.83,23.73,22.28,0.12,15.74
2017-05-16,1.16,16.63,5.88,25.3,2.01,23.78,3.08,21.13,0.04,15.2
2017-05-17,2.75,17.07,0.11,25.4,6.57,23.31,0.79,21.83,0.05,15.43
2017-05-18,34.68,17.22,0.01,24.8,2.07,23.34,0.11,22.57,1.92,16.53
2017-05-19,48.01,17.52,1.64,24.73,3.58,22.92,4.07,22.6,7.76,18.24
2017-05-20,14.77,18.87,0.43,24.05,21.38,23.2,20.66,22.11,16.12,18.79
2017-05-21,10.83,19.69,6.97,24.78,8.0,22.42,9.58,20.12,0.28,15.02
2017-05-22,2.08,16.39,1.85,24.59,0.55,23.15,0.59,22.26,0.03,13.89
2017-05-23,0.72,16.26,1.34,24.89,0.03,23.49,11.18,22.73,3.85,14.54
2017-05-24,0.21,18.03,0.2,25.45,0.0,23.16,0.54,23.3,4.0,19.35
2017-05-25,0.25,20.7,0.0,26.19,0.0,22.63,0.03,24.1,10.53,21.73
2017-05-26,1.79,23.46,0.03,25.42,0.0,22.18,0.04,24.55,70.56,18.7
2017-05-27,6.64,19.75,0.01,24.72,0.0,21.57,7.73,23.09,15.62,15.8
2017-05-28,5.68,18.77,0.03,24.1,0.0,21.31,1.54,21.97,11.98,17.25
2017-05-29,5.11,20.81,0.0,24.09,0.0,21.51,0.02,21.91,0.65,16.99
2017-05-30,5.26,17.95,0.09,23.91,0.0,21.24,0.08,21.92,10.16,13.8
2017-05-31,26.18,17.79,1.23,23.23,0.05,21.6,1.17,19.07,15.06,14.2
2017-06-01,1.49,17.56,4.08,21.7,0.09,22.0,0.05,13.43,13.57,15.6
2017-06-02,0.09,15.4,0.52,22.49,0.05,21.55,0.02,14.02,0.32,14.14
2017-06-03,0.46,16.12,0.07,24.16,0.0,22.62,0.01,18.82,0.13,14.3
2017-06-04,0.18,18.28,0.15,25.17,0.0,23.38,0.0,22.19,8.35,15.63
2017-06-05,49.29,19.3,0.18,24.82,0.0,22.96,0.78,22.96,0.6,13.96
2017-06-06,28.82,20.7,0.25,24.4,0.0,22.71,0.14,23.28,1.39,14.14
2017-06-07,3.48,20.14,0.05,23.96,0.01,22.47,0.03,22.35,18.41,14.63
2017-06-08,2.74,21.58,0.0,24.29,0.0,23.1,22.18,22.35,23.48,14.58
2017-06-09,2.0,15.3,0.0,23.38,0.0,22.14,8.8,14.71,1.56,10.06
2017-06-10,0.0,12.01,0.0,19.31,0.0,19.45,0.0,9.94,0.02,10.71
2017-06-11,0.02,13.2,0.0,21.64,0.0,20.82,0.41,14.51,0.04,12.05
2017-06-12,0.07,13.84,0.0,23.44,0.0,22.25,4.3,17.28,0.04,11.88
2017-06-13,1.01,15.63,0.0,23.52,0.0,23.05,0.1,20.26,0.07,13.09
2017-06-14,0.57,15.65,0.0,23.42,0.0,22.48,0.0,20.29,0.2,13.31
2017-06-15,0.78,16.46,0.01,23.51,0.0,21.7,0.0,19.8,0.03,15.78
2017-06-16,0.08,17.53,0.02,23.05,0.0,21.21,0.02,19.59,0.0,18.24
2017-06-17,0.05,17.4,0.0,22.89,0.0,20.8,0.0,20.28,0.01,19.61
2017-06-18,0.06,18.65,0.0,23.32,0.0,21.38,0.0,20.74,6.65,15.94
2017-06-19,14.4,14.71,0.0,22.23,0.0,21.24,3.39,17.7,0.58,8.54
2017-06-20,11.89,11.36,0.0,19.38,0.0,20.93,0.24,14.66,0.04,6.51
2017-06-21,1.97,13.93,0.0,20.76,0.0,20.52,0.0,18.28,0.11,10.29
2017-06-22,2.27,16.84,0.0,22.21,0.0,19.98,0.02,18.67,0.02,15.09
2017-06-23,1.28,17.68,0.0,22.09,0.0,20.33,0.0,18.85,0.01,17.36
2017-06-24,1.66,18.29,0.0,21.85,0.0,20.18,0.0,18.88,0.0,18.2
2017-06-25,0.29,17.69,0.0,22.65,0.0,19.21,0.0,18.22,0.0,16.97
2017-06-26,0.04,16.2,0.0,22.4,0.0,19.71,0.0,18.04,0.01,16.29
2017-06-27,0.05,16.33,0.0,21.85,0.0,19.8,0.0,18.89,0.0,16.66
2017-06-28,0.01,17.04,0.0,22.16,0.0,19.35,0.0,18.56,0.04,18.88
2017-06-29,0.05,17.52,0.0,22.69,0.0,20.05,0.0,19.45,5.21,18.47
2017-06-30,0.12,19.01,0.0,22.73,0.0,20.78,0.0,19.82,3.9,14.35
2017-07-01,2.84,15.38,0.0,22.59,0.0,20.45,0.0,19.08,0.24,10.58
2017-07-02,2.09,12.5,0.0,21.78,0.0,19.62,0.0,18.03,0.05,9.68
2017-07-03,1.2,13.64,0.0,21.96,0.0,18.31,0.0,16.85,0.07,10.51
2017-07-04,1.76,14.93,0.0,23.13,0.0,17.44,0.0,16.69,0.04,12.19
2017-07-05,0.25,15.38,0.0,23.32,0.0,17.03,0.0,17.45,0.01,14.69
2017-07-06,0.17,15.92,0.0,22.01,0.0,18.05,0.0,17.13,0.0,15.01
2017-07-07,0.4,16.82,0.0,22.07,0.0,19.42,0.0,17.25,0.0,15.16
2017-07-08,0.29,16.61,0.0,22.29,0.0,19.4,0.0,19.32,0.0,16.86
2017-07-09,0.15,17.61,0.0,22.81,0.0,19.47,0.0,20.18,3.27,17.38
2017-07-10,0.04,17.5,0.0,22.39,0.0,19.97,0.0,19.77,2.11,17.85
2017-07-11,0.01,17.93,0.0,21.86,0.0,20.48,0.0,19.08,5.43,15.56
2017-07-12,0.07,16.54,0.0,22.68,0.0,20.54,0.0,19.12,1.17,17.22
2017-07-13,0.01,17.09,0.0,23.72,0.0,20.07,0.0,19.39,0.12,18.06
2017-07-14,0.06,17.92,0.0,23.56,0.02,19.69,0.0,19.7,0.03,18.74
2017-07-15,0.03,17.01,0.0,23.21,0.0,19.45,0.0,19.68,0.0,19.84
2017-07-16,0.02,17.97,0.0,22.79,0.0,20.07,0.0,20.47,10.25,14.73
2017-07-17,5.83,16.17,0.0,22.19,0.0,19.59,0.0,13.11,1.71,6.96
2017-07-18,1.91,8.05,0.0,16.65,0.0,17.66,0.0,8.22,0.0,4.19
2017-07-19,0.2,9.61,0.0,18.12,0.0,19.1,0.0,9.62,0.0,6.61
2017-07-20,0.02,13.92,0.0,20.89,0.0,21.43,0.0,15.09,0.02,9.46
2017-07-21,0.01,15.98,0.0,23.2,0.0,22.31,0.0,18.06,0.03,10.19
2017-07-22,0.03,14.43,0.0,23.74,0.0,22.08,0.0,18.36,0.01,10.87
2017-07-23,0.0,15.27,0.0,23.92,0.0,22.17,0.0,19.57,0.03,13.93
2017-07-24,0.01,16.43,0.0,24.55,0.0,20.41,0.0,20.52,0.01,18.15
2017-07-25,0.04,18.12,0.0,24.12,0.0,21.07,0.0,19.33,0.02,19.81
2017-07-26,0.03,17.68,0.0,23.65,0.0,19.85,0.0,19.46,0.02,18.5
2017-07-27,0.03,16.28,0.0,23.31,0.0,19.24,0.0,18.63,0.05,17.76
2017-07-28,0.05,16.36,0.0,22.78,0.0,20.13,0.0,18.6,0.09,16.34
2017-07-29,0.03,17.44,0.0,23.4,0.0,20.3,0.0,19.52,0.0,17.07
2017-07-30,0.08,18.04,0.0,24.02,0.0,20.11,0.0,19.53,0.0,17.64
2017-07-31,0.01,17.36,0.0,24.35,0.0,19.14,0.0,19.63,0.0,17.66
2017-08-01,0.04,17.16,0.0,24.33,0.02,20.73,0.0,20.0,0.12,18.6
2017-08-02,0.23,18.07,0.0,24.72,0.0,21.49,0.0,21.63,16.72,16.24
2017-08-03,8.55,17.76,0.0,23.79,0.0,22.96,0.0,16.63,5.06,13.76
2017-08-04,0.03,13.83,0.0,23.79,0.0,21.5,0.0,16.29,0.03,11.26
2017-08-05,0.19,14.34,0.0,24.52,0.0,21.57,0.01,17.59,0.04,12.09
2017-08-06,0.01,15.03,0.0,25.53,0.0,22.52,0.0,18.9,0.01,13.01
2017-08-07,0.03,15.65,0.0,26.47,0.0,23.86,0.0,20.93,0.06,15.13
2017-08-08,0.48,18.78,0.0,27.16,0.0,24.99,0.06,23.4,11.07,16.77
2017-08-09,0.14,20.01,0.0,27.85,0.0,24.63,0.0,25.29,0.59,12.96
2017-08-10,0.41,15.65,0.0,27.53,0.0,25.06,0.0,24.44,9.14,14.45
2017-08-11,1.53,15.91,0.0,28.08,0.0,25.95,0.0,24.58,2.91,16.95
2017-08-12,0.41,16.96,0.16,28.23,0.0,25.2,0.0,25.89,51.17,19.56
2017-08-13,7.38,18.96,6.72,28.53,0.0,25.62,2.11,20.46,29.6,16.36
2017-08-14,1.31,16.98,3.08,27.76,0.0,25.75,0.07,21.05,0.61,13.04
2017-08-15,4.5,14.42,0.02,28.32,0.0,25.91,5.85,21.53,0.03,12.42
2017-08-16,0.19,15.76,0.01,28.4,0.0,26.1,12.83,20.72,0.1,13.87
2017-08-17,1.8,15.49,11.14,27.1,0.0,25.79,21.17,20.52,0.02,13.38
2017-08-18,1.32,16.4,3.84,25.5,0.0,25.53,5.86,21.42,0.07,15.43
2017-08-19,25.27,17.79,0.07,26.97,0.0,26.22,0.63,22.7,10.78,17.88
2017-08-20,19.76,15.86,1.22,27.33,0.0,26.12,2.7,19.99,4.97,11.67
2017-08-21,0.23,11.89,0.97,24.82,0.0,25.12,0.0,15.5,0.01,9.07
2017-08-22,0.45,13.94,0.0,25.65,0.0,25.04,0.03,18.68,0.02,11.35
2017-08-23,1.65,16.6,0.0,27.28,0.0,24.6,0.02,22.77,0.0,17.34
2017-08-24,0.1,17.43,0.0,26.67,0.0,24.3,0.0,23.47,0.0,22.07
2017-08-25,0.1,17.1,0.0,26.86,0.0,25.14,0.01,22.26,0.0,22.79
2017-08-26,0.03,18.19,0.0,27.47,0.0,25.68,0.02,23.13,3.16,20.85
2017-08-27,0.04,18.76,0.0,28.18,0.0,25.79,0.03,23.69,4.88,18.9
2017-08-28,0.04,18.22,0.0,28.37,0.0,25.66,0.0,23.78,0.07,20.65
2017-08-29,0.02,18.71,0.0,28.78,0.0,25.89,0.0,23.54,0.11,23.66
2017-08-30,0.12,21.74,0.01,28.78,0.0,25.82,0.0,24.53,1.4,16.42
2017-08-31,2.1,16.38,0.0,29.36,0.0,26.19,0.0,23.65,0.06,13.89
2017-09-01,1.87,16.91,0.22,28.67,0.0,26.41,0.0,23.3,0.0,18.54
2017-09-02,0.21,16.66,0.0,29.01,0.0,25.16,0.0,23.95,0.0,21.77
2017-09-03,0.03,17.56,0.0,28.53,0.0,24.44,0.0,24.29,0.0,22.23
2017-09-04,0.0,18.85,0.0,28.2,0.0,23.05,0.0,23.98,0.7,23.35
2017-09-05,0.07,20.17,0.0,27.55,0.0,23.33,0.0,25.09,15.49,16.92
2017-09-06,0.07,19.16,0.0,27.82,0.0,24.6,0.0,23.8,0.26,16.76
2017-09-07,0.01,19.53,0.01,28.48,0.0,26.19,0.0,24.42,0.02,20.53
2017-09-08,0.02,18.96,0.0,31.04,0.0,26.77,0.0,25.69,0.02,20.47
2017-09-09,0.0,19.69,0.05,31.43,0.0,26.28,0.0,26.44,0.08,21.07
2017-09-10,0.01,20.4,2.52,32.2,0.0,26.26,0.0,26.9,0.05,23.83
2017-09-11,0.01,20.77,1.19,29.41,0.0,27.36,0.08,27.29,3.5,17.6
2017-09-12,0.03,20.67,0.35,28.9,0.0,27.02,0.12,27.62,11.82,14.66
2017-09-13,0.04,20.53,0.89,28.49,0.0,25.71,0.01,27.66,0.7,18.06
2017-09-14,0.01,21.69,0.45,27.69,0.0,26.46,0.0,27.76,28.1,19.1
2017-09-15,0.26,20.39,0.82,27.86,0.0,26.61,0.0,28.42,32.25,16.53
2017-09-16,0.14,20.88,0.41,27.66,0.0,26.32,0.0,25.95,38.84,15.7
2017-09-17,0.39,20.19,0.36,26.9,0.0,25.45,0.0,25.06,1.78,16.14
2017-09-18,0.49,19.2,0.0,27.36,0.0,26.36,0.0,25.76,0.09,14.69
2017-09-19,0.18,20.78,0.57,28.14,0.0,27.12,0.0,27.14,0.0,18.36
2017-09-20,0.01,19.6,0.11,29.24,0.0,27.39,0.0,27.51,0.01,22.83
2017-09-21,0.02,20.11,0.88,28.44,0.28,26.45,0.0,27.71,0.0,23.54
2017-09-22,0.0,21.83,0.0,28.68,0.0,26.59,0.0,27.52,4.27,21.11
2017-09-23,0.81,20.16,0.11,28.88,0.0,27.47,0.0,27.82,2.1,17.65
2017-09-24,1.91,18.29,0.24,29.86,0.39,27.71,0.0,27.89,0.01,16.8
2017-09-25,1.09,18.93,1.13,29.9,0.0,28.15,0.0,27.08,0.29,20.92
2017-09-26,0.21,18.8,0.73,29.62,0.12,27.19,0.0,27.02,1.73,22.46
2017-09-27,0.03,20.57,4.22,27.32,7.83,24.5,0.0,27.91,1.9,20.5
2017-09-28,2.9,18.42,39.16,24.59,0.02,24.61,2.09,25.88,0.26,16.37
2017-09-29,49.04,16.68,0.1,25.74,0.11,26.83,23.68,21.41,8.04,15.17
2017-09-30,8.02,20.07,0.1,27.45,7.64,23.81,5.34,21.85,6.94,17.99
2017-10-01,1.61,21.6,0.07,26.38,0.22,25.5,4.88,25.27,24.02,20.48
2017-10-02,36.0,19.75,25.18,25.19,33.76,24.66,52.12,18.87,4.99,15.22
2017-10-03,0.12,17.69,9.04,23.23,9.99,22.81,0.02,16.95,0.06,14.85
2017-10-04,0.0,17.07,0.25,25.47,0.72,22.17,0.01,18.12,0.0,18.13
2017-10-05,0.1,18.82,5.22,27.41,0.12,23.8,0.0,22.93,0.0,21.14
2017-10-06,14.8,22.34,0.8,27.85,0.0,25.84,0.08,26.46,3.21,19.98
2017-10-07,39.91,19.18,0.0,28.49,0.0,25.91,9.28,26.06,0.33,16.45
2017-10-08,18.28,19.58,0.0,27.63,0.0,27.16,0.1,25.07,0.18,18.89
2017-10-09,2.54,21.4,0.0,27.99,0.0,27.42,0.01,26.75,0.15,21.07
2017-10-10,1.35,22.2,0.0,29.81,0.0,27.71,0.0,27.65,14.72,20.21
2017-10-11,7.14,24.37,0.04,30.25,0.0,28.18,0.0,28.12,47.5,17.06
2017-10-12,7.89,23.89,0.08,28.88,0.0,28.47,0.0,28.52,32.6,17.02
2017-10-13,1.8,24.08,0.03,30.5,0.0,29.2,1.87,28.25,11.69,17.88
2017-10-14,8.25,20.45,0.02,28.66,0.0,29.97,0.98,24.33,0.42,16.93
2017-10-15,2.02,17.2,0.0,28.69,0.0,30.54,0.0,24.92,0.01,16.36
2017-10-16,1.58,17.53,0.8,31.08,0.0,31.37,0.0,26.52,0.0,18.31
2017-10-17,1.79,18.87,3.21,30.39,0.0,30.19,0.16,28.26,0.07,23.28
2017-10-18,0.18,22.23,0.03,31.68,0.0,29.03,1.05,28.97,11.73,24.26
2017-10-19,8.59,24.62,0.0,31.82,0.0,28.59,7.84,27.32,44.52,20.69
2017-10-20,6.3,17.38,1.53,30.0,0.0,29.51,8.76,25.87,0.01,18.21
2017-10-21,6.2,21.04,8.4,29.61,0.0,29.93,14.97,24.83,7.24,19.5
2017-10-22,2.51,19.71,9.76,26.69,0.07,29.43,17.07,23.28,1.15,14.63
2017-10-23,1.19,15.57,1.59,24.94,0.18,27.83,0.11,23.16,0.01,13.69
2017-10-24,1.02,16.66,0.26,28.08,0.0,28.28,0.02,24.49,0.35,16.58
2017-10-25,23.89,18.39,0.24,28.93,0.0,30.48,0.01,26.26,1.08,17.68
2017-10-26,10.97,21.69,0.51,28.68,0.0,30.33,0.85,26.63,0.68,20.67
2017-10-27,4.93,22.71,21.88,26.35,1.32,30.68,6.82,26.95,15.33,20.81
2017-10-28,0.15,22.98,0.55,27.34,1.31,25.74,8.03,25.07,4.13,18.43
2017-10-29,14.83,20.07,1.64,28.41,0.37,25.81,0.29,24.54,0.1,18.91
2017-10-30,2.61,19.19,1.72,27.12,3.49,26.38,10.38,25.22,0.07,21.27
2017-10-31,0.2,19.73,2.92,24.55,20.27,25.48,6.25,23.65,0.0,17.36
2017-11-01,0.08,17.49,0.78,26.42,28.0,23.59,0.0,24.19,0.0,17.19
2017-11-02,0.07,18.09,0.4,27.61,9.13,24.27,0.33,25.07,0.01,19.34
2017-11-03,1.52,20.28,2.17,28.46,3.22,24.39,0.32,26.72,7.05,21.32
2017-11-04,10.54,22.03,5.82,27.28,15.12,22.94,18.79,24.34,15.56,18.73
2017-11-05,2.25,17.65,2.18,27.95,6.47,24.54,13.61,23.41,0.02,16.95
2017-11-06,3.83,16.9,10.4,26.55,2.06,24.91,21.34,24.26,0.01,17.38
2017-11-07,3.1,17.26,1.87,26.15,6.83,24.91,3.9,23.94,0.82,19.38
2017-11-08,3.87,17.25,10.54,26.0,4.08,24.46,11.99,24.56,5.92,20.05
2017-11-09,0.51,19.59,2.86,27.35,11.36,24.24,5.2,25.21,3.31,22.58
2017-11-10,22.07,22.27,1.7,26.35,15.93,23.28,2.27,24.83,1.66,19.87
2017-11-11,0.61,18.76,4.9,25.54,8.32,22.81,1.35,22.79,0.01,19.62
2017-11-12,0.0,20.73,16.13,27.01,14.12,22.78,0.0,21.19,0.0,17.57
2017-11-13,0.0,19.56,1.46,27.15,0.0,22.36,0.08,22.19,0.0,20.49
2017-11-14,0.0,19.15,1.7,25.85,0.0,23.61,0.07,22.84,0.0,20.82
2017-11-15,0.0,20.87,5.04,25.92,0.63,24.48,0.02,25.27,0.0,23.36
2017-11-16,4.75,25.16,3.97,26.99,4.91,23.95,10.14,25.95,15.25,20.19
2017-11-17,19.13,23.21,7.74,24.51,5.35,23.25,0.41,25.39,2.53,18.93
2017-11-18,18.18,22.92,17.3,24.65,4.4,22.45,25.37,23.81,1.53,19.64
2017-11-19,6.03,19.15,3.49,24.26,0.95,22.71,8.18,24.51,0.0,16.1
2017-11-20,3.62,19.8,1.23,25.49,1.26,22.78,0.96,25.06,0.0,19.54
2017-11-21,7.05,21.47,4.83,24.9,11.15,23.69,6.65,25.4,1.16,18.78
2017-11-22,6.0,18.47,16.21,25.33,1.83,23.38,8.26,24.7,0.03,15.47
2017-11-23,1.62,18.15,22.35,25.35,0.66,24.76,0.1,24.31,0.01,18.62
2017-11-24,0.02,20.9,6.08,25.8,2.36,24.89,0.11,26.03,0.0,20.32
2017-11-25,1.28,21.32,1.99,26.63,15.79,24.7,17.87,26.58,25.12,16.62
2017-11-26,8.03,23.14,13.67,25.1,17.49,23.04,9.21,24.54,1.02,19.43
2017-11-27,1.06,20.46,0.98,25.58,0.88,23.69,22.74,24.38,0.01,21.02
2017-11-28,1.29,20.8,10.74,25.71,2.3,24.77,11.01,25.46,0.0,19.86
2017-11-29,0.74,19.87,3.83,26.33,16.37,24.39,1.97,25.53,0.0,19.6
2017-11-30,0.89,19.57,21.07,25.4,20.05,22.2,39.02,24.29,0.0,19.62
2017-12-01,7.92,19.79,5.12,25.25,2.98,22.53,3.21,24.44,0.0,20.72
2017-12-02,4.38,19.84,2.28,25.57,6.96,23.05,0.81,24.83,0.13,22.36
2017-12-03,1.29,20.95,7.47,25.92,2.48,22.66,10.02,24.85,4.68,22.93
2017-12-04,0.49,22.18,4.89,26.35,2.85,23.81,14.65,24.54,3.16,21.93
2017-12-05,1.89,22.21,0.62,25.98,11.47,24.26,3.24,24.09,0.38,20.84
2017-12-06,1.48,21.89,15.76,25.91,19.18,23.28,17.83,24.52,1.96,24.32
2017-12-07,1.63,22.61,1.05,25.22,4.19,22.51,3.92,24.53,5.7,24.97
2017-12-08,0.75,22.66,9.33,25.76,6.85,22.47,4.4,24.57,0.13,23.32
2017-12-09,0.89,21.16,16.34,25.29,3.28,23.54,0.46,25.03,0.0,23.0
2017-12-10,0.4,23.04,27.44,23.92,26.57,22.72,5.21,25.0,0.09,24.13
2017-12-11,0.86,21.39,20.35,24.62,8.09,22.11,0.85,24.2,0.03,20.55
2017-12-12,2.79,18.45,0.53,24.44,19.03,21.91,0.0,23.88,0.0,19.43
2017-12-13,1.47,20.13,2.66,23.68,10.06,22.68,0.01,25.16,0.0,24.81
2017-12-14,1.3,22.38,5.98,24.43,14.19,23.48,0.0,26.0,4.1,25.11
2017-12-15,7.21,22.68,4.65,24.97,35.84,23.46,0.11,26.21,0.22,26.18
2017-12-16,0.33,23.65,6.06,25.18,6.42,21.38,0.92,26.75,0.05,27.34
2017-12-17,5.24,25.93,15.79,25.0,8.09,22.16,1.67,26.52,6.22,26.35
2017-12-18,10.59,22.11,4.61,25.27,10.04,23.34,3.57,25.43,0.28,19.54
2017-12-19,3.2,21.63,7.06,24.95,2.32,23.94,10.53,25.75,0.11,21.96
2017-12-20,11.13,22.28,2.27,25.36,0.25,24.41,18.39,25.4,2.58,22.88
2017-12-21,16.76,23.56,8.48,25.19,3.24,23.74,5.11,24.09,0.12,25.67
2017-12-22,4.56,22.44,13.33,25.14,8.18,22.64,20.39,23.89,2.92,26.57
2017-12-23,5.21,24.54,3.51,24.55,2.55,23.37,11.75,23.74,35.62,25.35
2017-12-24,44.66,23.3,2.88,24.55,0.62,24.53,8.41,23.68,0.63,21.4
2017-12-25,26.43,19.78,10.69,25.18,3.12,24.34,12.02,24.42,0.0,20.2
2017-12-26,9.68,21.17,10.16,24.54,0.84,24.48,5.15,23.91,0.09,22.86
2017-12-27,3.35,23.2,0.46,24.81,1.63,24.67,1.91,24.28,0.05,25.88
2017-12-28,16.63,23.15,5.94,25.45,0.01,25.45,0.49,25.45,0.1,25.09
2017-12-29,42.25,22.56,7.97,24.98,1.23,24.09,1.31,24.7,12.7,25.18
2017-12-30,19.63,23.57,3.34,24.96,9.04,23.52,0.21,25.26,0.81,24.87
2017-12-31,12.32,24.15,9.69,24.52,1.87,23.41,1.05,24.33,0.04,25.96
2018-01-01,5.71,25.74,7.93,25.3,1.09,24.15,0.57,25.43,3.23,25.07
2018-01-02,1.37,24.3,33.59,24.92,4.39,23.71,0.42,24.5,3.46,24.37
2018-01-03,0.58,23.27,5.97,24.72,1.56,23.15,1.08,24.18,0.0,23.96
2018-01-04,0.01,22.31,13.69,24.92,5.54,22.98,0.07,24.94,0.0,25.09
2018-01-05,0.03,22.17,5.15,25.03,12.59,22.26,7.34,25.39,0.0,27.0
2018-01-06,2.98,24.09,20.19,24.28,9.96,21.11,5.43,24.95,0.29,22.35
2018-01-07,9.5,20.52,12.73,24.39,10.18,21.86,2.61,24.11,0.0,21.1
2018-01-08,2.71,20.76,35.13,22.96,10.17,21.82,1.38,23.59,0.0,22.09
2018-01-09,3.65,21.56,12.73,23.24,5.53,23.07,2.99,21.98,0.03,23.78
2018-01-10,15.31,21.67,3.15,24.56,0.07,23.35,2.42,23.78,2.53,26.27
2018-01-11,10.66,23.88,4.06,24.27,1.11,23.61,3.43,22.37,0.53,26.47
2018-01-12,9.55,24.35,9.01,24.49,1.75,22.85,0.57,23.13,0.08,26.19
2018-01-13,6.01,23.69,4.06,23.56,0.45,22.28,1.48,23.4,1.33,27.29
2018-01-14,6.03,24.64,4.2,24.34,4.99,23.51,4.84,23.25,7.99,25.61
2018-01-15,6.13,24.92,7.67,24.24,2.06,23.86,2.21,23.88,3.67,26.07
2018-01-16,24.84,24.13,1.08,24.7,1.35,23.35,3.11,23.63,0.24,25.25
2018-01-17,33.3,24.57,0.04,25.01,1.88,23.87,0.18,24.71,5.62,26.11
2018-01-18,9.52,25.28,0.01,25.65,0.02,23.66,0.82,25.19,2.15,26.81
2018-01-19,21.99,22.3,0.07,26.29,0.0,24.09,1.05,24.42,0.0,25.05
2018-01-20,27.51,21.51,1.69,25.76,0.0,24.77,0.04,25.6,0.04,25.21
2018-01-21,48.35,22.71,1.1,25.49,0.0,25.61,0.03,25.7,13.94,24.42
2018-01-22,11.48,25.48,4.21,25.84,0.01,25.14,0.61,26.43,11.03,26.74
2018-01-23,12.9,26.13,2.94,24.99,0.0,24.97,0.63,27.79,5.4,26.78
2018-01-24,10.35,26.09,4.56,25.02,3.69,25.22,1.21,26.89,0.81,26.35
2018-01-25,7.96,23.9,4.85,26.02,18.51,23.55,1.1,26.41,0.42,23.61
2018-01-26,15.05,21.52,5.05,24.78,1.51,22.91,6.09,25.71,0.0,22.5
2018-01-27,3.77,20.62,5.36,24.98,15.7,23.57,0.59,24.67,7.67,24.21
2018-01-28,10.23,22.86,22.74,24.66,4.04,23.34,0.25,25.96,11.03,24.44
2018-01-29,14.18,23.41,41.07,24.97,60.18,23.11,0.32,24.28,0.37,23.48
2018-01-30,7.56,20.68,10.07,25.77,15.67,23.11,1.71,25.56,0.0,23.79
2018-01-31,5.62,21.63,38.54,26.24,4.58,23.97,3.14,25.68,0.0,24.33
2018-02-01,2.05,21.39,1.85,26.56,2.68,24.31,0.41,25.7,0.0,24.57
2018-02-02,1.08,21.94,5.99,25.99,3.01,22.36,0.0,25.15,0.0,25.08
2018-02-03,1.26,20.89,26.96,24.35,18.03,23.83,0.0,26.33,0.0,24.66
2018-02-04,4.16,20.07,20.3,24.28,19.34,22.45,0.01,25.9,0.0,23.58
2018-02-05,2.32,20.09,4.73,25.41,0.78,22.54,0.0,26.27,0.0,24.49
2018-02-06,0.06,20.64,9.94,24.73,0.27,22.87,0.0,26.84,0.0,25.4
2018-02-07,0.04,22.19,39.05,24.3,5.62,22.21,0.05,27.71,0.0,26.42
2018-02-08,0.12,23.15,41.38,24.58,1.55,23.6,0.15,27.67,0.02,27.85
2018-02-09,0.31,23.86,4.64,25.12,5.91,23.68,0.42,26.56,14.93,27.77
2018-02-10,17.97,25.41,9.84,25.05,10.69,23.08,0.64,25.76,2.23,27.05
2018-02-11,25.4,25.27,8.44,25.62,0.48,24.48,0.7,26.42,11.9,22.26
2018-02-12,37.42,21.57,2.48,25.14,0.03,24.67,0.58,25.55,0.15,20.41
2018-02-13,12.73,19.52,0.34,25.63,0.01,23.74,0.58,26.14,0.0,20.38
2018-02-14,2.07,19.51,24.16,25.69,0.0,23.92,0.02,27.28,0.0,21.88
2018-02-15,2.54,19.93,7.01,24.78,0.0,23.52,0.0,26.59,0.0,22.56
2018-02-16,0.13,20.21,0.13,25.03,0.0,23.23,0.13,26.95,0.0,23.68
2018-02-17,0.54,19.98,14.47,24.52,0.03,24.3,1.76,24.48,0.0,24.46
2018-02-18,2.16,21.34,18.16,24.66,5.24,22.29,0.5,23.92,0.04,26.26
2018-02-19,5.54,22.31,17.21,23.94,9.37,22.65,8.22,23.7,1.94,24.63
2018-02-20,8.95,24.39,15.0,24.31,4.69,23.17,8.88,23.2,26.81,23.82
2018-02-21,11.34,23.97,14.01,23.38,22.93,22.58,0.84,25.1,2.76,23.02
2018-02-22,11.39,22.31,46.78,24.12,28.33,22.96,0.0,25.05,0.82,22.16
2018-02-23,6.64,20.79,22.36,23.4,15.71,23.11,0.0,24.71,0.4,23.02
2018-02-24,1.12,21.22,1.2,24.25,4.43,23.21,0.0,25.63,0.0,24.09
2018-02-25,1.49,21.4,1.53,25.09,42.69,21.78,0.02,25.68,0.0,24.98
2018-02-26,0.44,22.53,4.27,24.26,20.28,22.99,0.03,24.39,0.15,25.25
2018-02-27,8.25,22.99,0.42,23.97,1.0,24.31,0.52,24.67,5.3,24.74
2018-02-28,30.48,23.68,0.08,25.28,4.74,24.35,0.36,26.49,4.88,24.2
2018-03-01,3.74,23.45,0.0,25.95,0.48,25.05,0.24,27.17,4.81,25.36
