date,rain_Paranagua_PR,temp_Paranagua_PR,rain_MatoGrosso_MT,temp_MatoGrosso_MT,rain_Goias_GO,temp_Goias_GO,rain_MatoGrossoSul_MS,temp_MatoGrossoSul_MS,rain_RioGrandeSul_RS,temp_RioGrandeSul_RS
2015-10-22,29.82,21.9,0.0,32.72,1.89,31.13,0.09,32.09,1.24,17.65
2015-10-23,6.66,18.51,1.8,28.85,11.33,25.56,0.61,31.38,0.02,17.49
2015-10-24,0.85,18.08,0.06,30.19,0.34,28.29,0.06,29.69,0.01,15.56
2015-10-25,3.08,17.23,0.22,30.62,4.13,26.38,2.51,29.3,0.68,15.18
2015-10-26,5.41,18.39,5.19,30.59,2.93,25.82,3.89,28.95,0.08,18.83
2015-10-27,4.42,20.03,5.97,28.94,11.72,26.68,11.6,27.09,0.24,20.82
2015-10-28,2.49,20.54,3.43,27.4,15.61,25.03,1.37,26.02,0.23,20.93
2015-10-29,3.31,19.94,29.02,24.79,2.54,23.92,0.08,27.61,0.09,22.99
2015-10-30,1.49,21.16,1.26,26.11,5.1,25.72,1.36,26.54,7.11,22.01
2015-10-31,16.05,20.81,10.2,27.62,9.32,24.64,10.21,23.71,18.12,19.37
2015-11-01,13.27,18.4,7.91,25.78,21.11,24.24,0.38,26.22,4.14,16.64
2015-11-02,15.65,18.19,5.94,26.38,2.6,23.55,21.64,25.5,2.86,16.47
2015-11-03,2.43,20.7,2.17,26.56,6.47,24.88,4.69,25.01,0.79,19.46
2015-11-04,13.29,19.47,3.44,26.71,2.69,25.85,5.6,24.1,25.25,17.34
2015-11-05,7.89,20.13,5.98,25.79,2.49,26.2,6.8,25.08,12.88,14.98
2015-11-06,7.15,17.88,2.96,26.5,10.96,25.72,0.73,23.82,0.02,15.5
2015-11-07,2.77,18.02,0.66,27.53,12.44,24.32,0.01,25.1,0.01,16.95
2015-11-08,6.9,19.43,4.27,27.82,9.62,24.43,0.66,26.95,0.38,20.41
2015-11-09,1.5,21.44,2.62,27.15,0.14,26.99,0.32,27.27,1.1,23.26
2015-11-10,3.68,22.38,0.03,28.67,0.02,26.75,0.5,28.5,44.12,22.93
2015-11-11,2.21,24.11,0.0,29.94,0.0,27.59,0.12,28.52,2.54,22.1
2015-11-12,1.75,22.74,0.18,31.3,0.02,27.83,3.68,28.5,4.04,21.79
2015-11-13,1.64,24.39,0.13,30.74,0.2,26.79,0.68,29.22,4.47,23.9
2015-11-14,3.36,25.3,1.51,29.68,9.73,24.91,0.46,29.02,0.0,19.82
2015-11-15,7.08,19.8,6.68,27.69,6.92,25.07,5.33,27.43,0.0,18.71
2015-11-16,2.21,19.14,2.11,28.76,7.86,24.57,3.5,26.77,3.34,18.08
2015-11-17,7.47,20.89,0.47,29.25,3.23,24.69,1.74,27.38,13.78,20.6
2015-11-18,2.15,24.39,0.56,29.74,1.75,24.51,1.33,27.33,0.33,22.71
2015-11-19,17.87,24.8,0.04,27.74,0.61,24.96,17.89,27.33,18.38,23.7
2015-11-20,1.37,24.42,4.2,28.45,13.25,24.89,9.57,23.72,0.81,17.65
2015-11-21,2.99,19.54,1.4,28.81,3.27,25.35,0.29,24.21,0.0,16.74
2015-11-22,10.85,20.22,4.55,29.54,3.1,25.47,0.29,27.31,0.0,19.6
2015-11-23,39.81,21.1,4.88,28.42,13.49,25.77,0.92,28.44,0.0,18.25
2015-11-24,8.32,20.47,0.89,28.69,17.3,24.83,0.33,28.1,0.0,17.27
2015-11-25,6.18,20.85,22.16,27.63,2.73,25.15,11.7,27.24,0.02,19.11
2015-11-26,4.62,21.57,4.5,27.27,14.68,25.96,0.3,26.45,4.72,21.37
2015-11-27,3.25,21.77,9.18,26.98,50.85,25.16,0.51,26.72,3.09,22.36
2015-11-28,2.93,23.17,32.7,26.65,8.59,24.24,10.31,26.16,0.18,21.47
2015-11-29,6.77,20.22,16.87,26.59,2.47,25.14,5.81,24.06,0.18,19.23
2015-11-30,11.14,17.74,6.81,25.02,3.24,25.33,2.61,25.03,0.0,18.27
2015-12-01,2.67,19.27,0.92,27.09,3.03,25.42,2.14,25.92,1.73,19.56
2015-12-02,7.83,21.73,2.15,27.75,2.3,26.72,2.27,25.49,17.25,20.68
2015-12-03,13.26,20.89,0.87,26.51,6.24,26.11,0.25,25.57,4.58,21.77
2015-12-04,3.55,21.23,10.43,26.57,0.33,25.51,4.67,27.29,11.79,23.26
2015-12-05,1.31,23.54,2.68,26.48,6.69,25.22,37.59,25.29,0.19,22.84
2015-12-06,20.17,19.96,2.85,25.78,4.42,23.09,7.54,23.38,0.0,19.68
2015-12-07,5.83,19.85,1.92,26.72,1.72,24.56,1.29,24.72,0.0,18.69
2015-12-08,1.84,20.56,0.74,27.06,3.4,25.12,0.23,25.78,0.02,21.67
2015-12-09,5.33,23.45,3.71,26.81,2.71,24.48,0.48,25.39,26.26,23.56
2015-12-10,5.35,23.39,4.56,26.42,9.64,23.69,1.54,25.24,0.24,22.74
2015-12-11,0.54,22.18,0.22,27.13,1.64,25.04,2.43,25.81,0.01,22.66
2015-12-12,4.24,22.71,0.0,29.39,6.18,25.39,5.22,26.17,8.18,23.49
2015-12-13,2.16,25.51,7.63,28.67,10.97,23.67,0.85,27.01,8.93,24.62
2015-12-14,1.76,26.46,4.91,27.26,0.09,24.49,3.61,26.54,2.31,24.18
2015-12-15,5.34,26.21,4.27,26.84,0.46,25.08,1.33,25.96,8.11,23.9
2015-12-16,2.0,20.87,0.35,28.15,1.04,24.7,1.91,24.75,0.2,21.19
2015-12-17,0.19,22.91,0.08,28.72,4.12,25.31,0.03,26.38,1.49,24.86
2015-12-18,1.84,26.06,1.92,28.91,6.8,26.01,6.59,27.34,22.2,26.21
2015-12-19,12.14,23.98,1.82,28.71,0.31,26.12,5.07,27.11,7.18,19.95
2015-12-20,59.1,21.33,0.31,29.53,6.71,24.76,0.46,25.88,0.02,19.81
2015-12-21,11.29,22.27,2.32,26.59,9.72,24.36,4.11,25.96,7.66,21.19
2015-12-22,0.73,23.84,28.29,27.26,22.59,24.39,0.54,27.09,59.63,23.61
2015-12-23,2.34,26.21,2.47,26.35,8.47,25.16,0.04,27.07,39.4,25.12
2015-12-24,4.53,27.06,6.44,26.34,0.0,25.85,7.77,26.33,12.24,23.34
2015-12-25,7.24,25.95,2.47,27.98,0.0,26.42,28.84,25.45,10.68,22.26
2015-12-26,27.96,25.71,0.12,28.89,2.37,24.1,2.89,26.17,0.05,23.45
2015-12-27,9.17,25.61,4.77,26.17,0.7,24.02,9.43,26.17,0.08,24.85
2015-12-28,23.88,24.43,2.62,27.28,9.74,23.59,1.09,26.19,0.13,25.27
2015-12-29,7.64,24.39,17.9,26.68,16.7,22.99,2.44,25.78,5.1,26.54
2015-12-30,1.5,25.32,4.14,25.7,16.06,22.97,21.04,25.52,6.38,27.14
2015-12-31,1.46,26.83,1.88,27.67,0.75,24.17,6.71,25.18,1.8,25.2
2016-01-01,11.34,23.64,9.68,27.93,2.45,24.63,6.58,24.61,0.1,22.68
2016-01-02,14.55,21.92,20.55,25.71,1.3,24.7,5.22,25.9,0.04,23.16
2016-01-03,6.04,21.86,3.89,25.84,15.71,24.68,2.0,25.98,0.0,23.74
2016-01-04,2.44,21.64,13.33,26.77,17.23,23.5,11.13,26.19,0.44,24.42
2016-01-05,1.12,22.44,8.43,25.99,15.3,23.24,11.0,25.74,9.86,24.83
2016-01-06,0.26,23.17,6.0,26.69,7.86,23.1,7.96,25.31,4.4,26.07
2016-01-07,0.24,24.01,2.94,26.27,8.87,23.52,4.11,25.47,0.7,24.76
2016-01-08,0.31,24.3,3.43,25.29,11.63,22.79,20.24,24.65,0.22,22.58
2016-01-09,23.98,24.03,21.61,25.14,3.53,22.27,22.44,24.15,1.08,23.75
2016-01-10,35.12,23.13,10.71,25.17,3.76,23.22,19.24,24.6,0.21,24.81
2016-01-11,39.1,25.24,4.54,25.21,12.12,23.59,18.85,24.22,0.61,26.06
2016-01-12,7.96,23.82,1.93,25.78,14.32,22.89,7.37,25.02,0.04,26.46
2016-01-13,0.8,24.52,7.48,25.85,15.96,22.6,32.1,25.36,0.03,26.01
2016-01-14,2.36,23.49,8.28,25.3,23.72,22.39,3.81,25.58,0.01,22.24
2016-01-15,0.29,22.76,31.37,24.68,31.23,22.73,3.47,25.11,0.0,23.8
2016-01-16,0.14,22.03,5.21,25.1,14.59,22.73,1.7,24.44,0.0,23.99
2016-01-17,0.02,21.69,2.75,25.76,20.54,23.22,0.25,24.5,0.0,24.66
2016-01-18,0.01,21.19,8.11,25.21,10.13,23.1,0.08,23.12,0.0,25.7
2016-01-19,0.0,21.12,2.75,25.96,71.72,22.87,0.0,23.34,0.0,25.21
2016-01-20,0.02,21.0,1.3,25.68,6.09,22.94,0.0,24.64,0.0,25.23
2016-01-21,2.77,21.29,1.56,24.28,3.45,24.05,0.01,25.19,0.01,24.22
2016-01-22,4.21,20.63,2.67,26.36,26.67,22.8,0.01,24.79,0.01,23.22
2016-01-23,0.18,21.71,4.32,26.2,29.31,22.82,0.0,25.56,0.38,25.73
2016-01-24,0.0,21.49,3.69,25.97,5.06,22.73,0.0,26.99,0.09,26.86
2016-01-25,0.27,24.41,1.68,26.66,3.99,23.29,0.03,27.37,1.1,27.3
2016-01-26,3.11,27.57,5.37,26.76,8.15,24.31,8.6,26.79,9.11,21.58
2016-01-27,19.54,20.86,7.27,25.43,9.58,22.82,8.95,24.92,0.02,21.27
2016-01-28,15.46,23.03,2.92,26.18,9.95,22.9,0.64,26.08,0.01,23.64
2016-01-29,7.67,24.58,10.67,24.9,12.43,21.99,4.72,25.8,9.51,26.66
2016-01-30,3.46,25.93,19.27,24.29,4.16,23.2,11.85,24.63,28.52,25.84
2016-01-31,1.22,26.87,18.23,24.14,0.0,23.34,16.04,23.58,15.17,23.13
2016-02-01,10.65,25.86,4.09,25.42,0.0,23.39,1.79,25.04,0.24,22.25
2016-02-02,17.38,23.42,0.28,25.89,7.13,24.25,7.2,25.67,0.0,21.63
2016-02-03,21.72,23.13,8.35,26.18,8.46,23.78,6.12,25.25,11.19,22.22
2016-02-04,10.13,23.75,12.37,25.8,6.13,23.94,3.66,24.13,12.85,24.81
2016-02-05,10.28,25.07,8.59,25.97,2.68,24.14,1.39,24.9,0.33,24.44
2016-02-06,5.74,24.51,0.57,26.77,1.36,24.35,2.84,25.46,0.0,23.06
2016-02-07,8.82,23.8,1.49,26.09,3.07,23.84,0.63,26.28,0.01,24.81
2016-02-08,1.28,24.91,0.62,26.25,14.1,23.7,1.72,26.35,9.28,26.87
2016-02-09,5.41,27.27,4.43,26.55,18.54,23.67,6.04,26.29,5.97,26.42
2016-02-10,38.14,25.01,1.38,26.65,7.25,24.75,1.45,26.14,0.66,25.59
2016-02-11,12.21,22.79,4.07,27.23,2.09,25.44,0.48,25.81,0.04,24.94
2016-02-12,0.03,22.11,2.7,26.99,6.56,23.08,0.14,26.61,0.0,26.01
2016-02-13,0.27,22.37,0.19,27.56,3.54,23.81,0.01,27.39,16.46,25.39
2016-02-14,8.19,24.85,2.78,26.62,14.45,22.95,0.08,28.13,0.49,25.67
2016-02-15,32.26,24.17,3.53,26.53,3.66,22.89,4.61,28.34,0.23,24.76
2016-02-16,27.89,23.29,1.42,26.4,0.0,23.88,3.23,25.53,2.29,22.96
2016-02-17,8.43,25.43,1.8,27.82,1.96,25.29,0.05,26.72,15.79,25.94
2016-02-18,9.63,26.6,4.75,28.19,1.88,24.86,26.72,26.02,0.56,26.88
2016-02-19,2.38,25.94,1.96,27.7,0.75,23.83,3.44,25.88,0.03,24.8
2016-02-20,18.19,25.53,4.02,27.5,3.2,24.28,1.53,25.75,3.82,23.28
2016-02-21,26.57,22.35,9.27,27.11,5.88,24.47,9.33,24.8,0.01,24.64
2016-02-22,33.51,23.58,3.07,26.02,6.53,23.71,13.68,24.14,2.32,25.38
2016-02-23,24.73,23.9,13.97,26.4,0.69,23.72,10.34,23.85,0.8,26.56
2016-02-24,1.02,23.94,4.77,26.73,0.07,23.51,3.46,22.74,2.76,26.68
2016-02-25,8.11,24.53,4.71,26.59,0.02,23.31,5.5,23.93,0.03,27.76
2016-02-26,3.47,24.8,3.02,26.61,2.65,24.27,5.32,24.2,6.28,27.78
2016-02-27,3.42,26.13,6.55,25.99,2.1,24.03,5.08,25.14,4.86,24.66
2016-02-28,20.59,23.67,0.32,25.15,11.4,23.84,25.82,23.9,0.01,23.07
2016-02-29,0.42,20.83,2.84,27.25,9.95,23.41,8.69,23.55,0.01,22.71
2016-03-01,0.02,20.78,34.04,26.81,7.05,22.42,16.99,24.98,0.0,22.55
2016-03-02,11.73,20.36,10.44,26.95,21.26,22.38,5.21,24.37,16.54,21.69
2016-03-03,7.87,23.63,6.19,26.31,5.45,23.4,0.37,24.46,45.1,20.59
2016-03-04,3.54,22.37,29.78,25.73,5.67,23.12,0.02,23.21,1.32,20.51
2016-03-05,2.71,21.77,18.0,25.84,1.57,22.28,0.0,23.64,0.01,21.0
2016-03-06,0.67,23.62,0.06,25.16,3.17,23.99,0.0,24.42,0.0,21.08
2016-03-07,23.61,23.74,0.03,25.95,11.82,22.68,1.81,25.41,0.0,19.97
2016-03-08,7.43,23.03,10.38,25.72,9.67,23.44,0.29,26.1,0.04,22.71
2016-03-09,13.14,24.0,14.31,25.13,5.44,23.07,3.49,25.08,22.56,21.49
2016-03-10,7.4,24.96,9.1,24.4,1.62,23.2,1.3,24.68,5.77,20.24
2016-03-11,4.89,23.3,2.84,24.81,6.25,23.62,0.04,22.0,5.31,19.47
2016-03-12,0.79,21.01,4.02,24.74,13.77,23.64,0.0,20.79,0.11,18.84
2016-03-13,0.99,19.77,8.96,25.49,16.79,23.57,0.16,21.83,0.01,19.07
2016-03-14,2.42,21.15,11.22,25.68,6.7,23.47,2.51,24.79,0.0,21.02
2016-03-15,3.17,22.2,7.81,24.7,0.39,23.57,0.79,25.47,0.02,22.42
2016-03-16,4.38,22.57,0.11,25.95,0.01,22.54,0.58,25.47,0.02,23.64
2016-03-17,1.06,23.05,0.31,25.97,0.48,23.39,0.0,25.87,0.0,25.48
2016-03-18,0.08,23.43,1.55,25.39,0.01,24.32,1.42,26.49,2.44,26.59
2016-03-19,0.77,24.16,2.36,25.54,0.01,24.32,1.38,26.89,17.8,20.68
2016-03-20,1.43,23.0,0.05,27.0,0.0,24.35,0.01,26.66,2.1,19.97
2016-03-21,0.71,23.63,2.67,27.18,0.0,24.66,0.0,27.57,30.41,21.33
2016-03-22,3.84,24.4,1.96,27.03,3.34,24.56,1.24,27.82,0.49,20.28
2016-03-23,5.3,21.39,0.99,26.93,0.52,24.72,5.37,26.89,0.06,20.12
2016-03-24,9.99,21.14,1.88,26.1,3.43,24.37,71.09,23.7,1.12,20.49
2016-03-25,22.37,21.74,6.35,25.22,5.03,22.99,7.35,22.69,51.16,19.25
2016-03-26,2.63,23.87,1.26,25.31,3.41,23.79,0.42,21.48,28.59,20.22
2016-03-27,0.01,22.34,0.85,25.93,7.03,24.31,0.3,20.6,9.16,19.37
2016-03-28,0.0,21.83,0.98,26.05,1.58,24.23,0.07,23.0,0.87,20.1
2016-03-29,0.08,22.89,1.85,26.44,0.0,23.78,5.23,24.36,0.13,21.27
2016-03-30,7.5,22.8,0.2,26.83,0.0,23.5,14.42,25.29,0.0,21.24
2016-03-31,8.16,23.82,0.01,27.74,0.0,23.98,6.85,24.78,0.03,20.97
2016-04-01,1.55,23.86,0.0,28.26,0.0,24.14,3.62,25.56,0.0,21.23
2016-04-02,0.86,23.59,1.22,28.27,0.04,24.16,1.59,25.38,11.04,23.27
2016-04-03,0.34,24.65,1.8,27.42,0.25,24.06,2.33,25.36,4.58,23.08
2016-04-04,1.55,23.2,1.92,27.16,0.01,24.08,0.0,25.55,0.41,21.41
2016-04-05,0.25,23.23,0.31,27.52,0.0,24.25,6.1,26.14,0.73,24.62
2016-04-06,0.02,23.73,0.19,27.75,0.0,24.21,0.28,26.24,1.68,26.3
2016-04-07,0.06,24.55,0.01,28.18,0.0,24.14,0.29,26.65,2.39,24.29
2016-04-08,1.45,24.69,0.02,28.66,0.0,24.23,0.0,26.84,6.73,21.93
2016-04-09,6.97,25.64,4.1,27.91,0.0,24.7,0.0,26.52,7.57,22.02
2016-04-10,16.93,24.28,14.3,27.25,0.0,23.77,0.0,26.14,3.68,21.22
2016-04-11,12.8,23.33,2.33,26.64,0.0,23.38,0.0,25.25,8.29,21.89
2016-04-12,8.24,23.62,0.54,26.42,0.0,22.65,0.0,25.73,1.68,21.8
2016-04-13,3.84,23.98,1.2,27.02,0.0,23.05,0.07,26.32,9.54,22.32
2016-04-14,1.13,23.88,0.8,26.86,0.0,23.19,1.65,26.61,0.42,23.54
2016-04-15,0.57,24.57,0.05,27.0,0.0,22.59,8.47,24.93,0.0,24.56
2016-04-16,1.41,24.72,0.0,27.92,0.41,22.25,0.0,25.38,0.0,25.84
2016-04-17,0.48,24.57,0.0,27.88,2.4,22.21,0.01,25.29,0.01,26.41
2016-04-18,0.03,24.4,0.0,27.99,0.18,22.31,0.0,25.32,0.15,25.66
2016-04-19,0.02,24.53,0.02,28.44,0.0,22.81,0.0,26.34,0.03,25.97
2016-04-20,0.02,24.19,0.02,28.58,0.0,22.47,0.0,26.16,0.19,23.91
2016-04-21,0.02,24.6,0.01,27.66,0.09,23.02,0.0,27.45,5.16,22.16
2016-04-22,1.24,23.29,0.02,28.55,2.69,22.98,0.0,26.83,2.94,18.22
2016-04-23,0.71,24.78,0.02,28.41,3.65,23.03,0.0,26.45,10.25,22.74
2016-04-24,0.08,24.75,0.0,28.7,5.84,22.89,0.0,26.54,8.96,24.35
2016-04-25,3.71,24.35,0.0,28.85,0.19,22.99,23.26,24.8,48.05,20.66
2016-04-26,33.69,21.81,11.38,26.04,0.3,23.42,11.12,18.88,11.59,12.54
2016-04-27,1.34,15.17,1.28,17.31,2.12,20.88,0.11,12.19,0.2,9.95
2016-04-28,0.0,12.58,0.0,19.05,0.01,17.78,0.02,12.17,0.0,8.67
2016-04-29,0.02,14.28,0.0,21.86,0.74,19.78,0.09,13.53,0.0,8.43
2016-04-30,0.0,14.41,0.0,21.78,0.0,19.05,0.0,13.96,0.0,10.79
2016-05-01,0.0,12.74,0.0,22.87,0.0,18.7,0.0,15.06,0.0,11.41
2016-05-02,0.02,14.77,0.0,25.49,0.0,20.42,0.0,18.09,0.07,12.56
2016-05-03,0.02,17.01,0.0,26.46,0.0,20.94,0.0,20.46,0.0,13.65
2016-05-04,0.06,17.8,0.0,27.45,0.0,19.88,0.0,20.83,0.08,13.33
2016-05-05,2.95,18.35,0.0,28.38,0.0,20.98,0.0,21.04,0.03,13.61
2016-05-06,16.69,19.09,0.0,28.2,0.0,22.1,0.08,22.28,0.1,14.4
2016-05-07,2.31,19.29,0.0,28.14,0.23,22.78,0.12,22.75,0.36,16.1
2016-05-08,1.3,17.87,0.01,28.23,0.0,22.51,0.01,23.41,3.69,16.71
2016-05-09,7.07,18.95,0.01,28.28,0.0,23.04,112.61,22.82,1.47,18.53
2016-05-10,1.49,19.79,0.01,28.95,0.0,23.34,44.56,21.08,1.27,16.46
2016-05-11,8.32,17.06,0.15,28.02,0.01,23.23,3.83,20.78,0.23,14.67
2016-05-12,5.45,16.44,0.01,28.35,0.0,23.61,11.17,21.3,0.01,12.19
2016-05-13,3.83,16.21,0.03,28.73,2.98,23.49,0.59,21.26,0.03,13.0
2016-05-14,1.4,16.81,0.0,29.29,3.98,23.29,0.0,21.49,0.05,15.82
2016-05-15,0.37,18.72,0.0,28.84,0.21,23.61,0.11,22.78,36.25,17.53
2016-05-16,14.47,20.8,0.09,28.93,7.56,23.63,0.28,21.34,0.78,13.28
2016-05-17,0.56,15.21,0.03,27.81,0.25,23.18,0.01,17.18,0.01,9.19
2016-05-18,0.24,14.93,0.02,26.68,7.29,23.24,0.51,16.7,0.0,9.59
2016-05-19,0.23,13.73,0.01,27.25,0.02,22.57,0.02,19.7,0.01,9.38
2016-05-20,6.43,15.47,1.32,28.66,0.0,23.33,0.07,22.07,1.33,12.24
2016-05-21,34.55,19.83,0.27,28.59,0.0,23.1,0.18,21.53,1.78,13.56
2016-05-22,30.49,20.71,0.01,29.21,0.0,23.5,0.13,18.07,1.87,12.41
2016-05-23,0.13,14.17,0.0,25.99,0.0,21.8,0.0,14.55,0.5,10.5
2016-05-24,2.78,13.36,0.0,25.6,0.01,20.76,0.68,14.43,0.07,10.32
2016-05-25,2.01,15.39,0.0,27.66,0.0,21.41,0.0,17.55,0.06,12.55
2016-05-26,0.97,17.38,0.0,28.57,0.0,22.17,6.27,19.18,0.29,14.47
2016-05-27,8.7,16.32,0.02,28.1,0.0,22.16,14.43,20.08,0.0,14.13
2016-05-28,2.56,16.28,0.05,27.64,0.06,21.42,11.84,18.9,0.03,15.15
2016-05-29,2.64,16.69,0.0,27.89,0.0,22.17,13.23,17.38,9.43,15.23
2016-05-30,2.07,16.94,0.01,28.83,0.0,22.4,0.58,18.7,0.66,14.58
2016-05-31,1.32,17.75,0.12,28.9,0.0,23.31,1.22,19.1,0.15,13.79
2016-06-01,30.89,16.44,0.08,29.31,0.0,23.37,3.85,20.26,0.02,12.27
2016-06-02,1.53,16.0,0.44,28.87,0.0,23.85,9.29,15.53,0.03,11.3
2016-06-03,0.04,15.17,0.03,29.22,0.03,23.53,0.83,15.58,0.03,9.72
2016-06-04,1.01,14.37,0.0,27.39,0.0,24.68,4.72,19.34,0.01,9.62
2016-06-05,9.4,14.52,0.0,29.25,0.0,24.7,13.8,21.68,0.01,9.48
2016-06-06,2.8,14.48,2.78,29.15,0.0,24.31,2.82,17.98,0.0,9.05
2016-06-07,0.08,13.94,6.8,26.25,0.0,23.09,1.72,14.75,0.0,9.46
2016-06-08,0.0,11.11,0.0,24.98,0.0,21.93,0.06,12.01,0.01,8.69
2016-06-09,0.44,8.99,0.0,24.41,0.0,20.06,0.01,11.23,0.0,5.97
2016-06-10,0.01,10.16,0.02,25.38,0.02,21.71,0.01,12.96,0.25,6.25
2016-06-11,0.01,8.85,0.0,22.67,0.01,19.99,0.0,10.55,0.0,4.95
2016-06-12,0.01,7.82,0.0,23.14,0.0,17.86,0.0,9.18,0.0,5.68
2016-06-13,0.09,9.23,0.0,23.49,0.0,18.64,0.0,10.43,0.01,7.52
2016-06-14,0.16,12.16,0.0,25.2,0.0,21.52,0.0,13.53,0.04,9.58
2016-06-15,0.02,14.7,1.13,26.26,0.0,21.33,0.0,16.88,0.01,12.08
2016-06-16,0.04,15.73,0.05,26.05,0.0,20.66,0.0,19.04,0.67,13.3
2016-06-17,1.59,17.23,0.0,25.99,0.0,20.6,0.0,19.47,1.35,10.9
2016-06-18,11.49,12.01,0.0,25.9,0.0,20.7,0.01,19.05,0.0,9.07
2016-06-19,3.79,12.61,0.0,25.18,0.0,20.68,0.06,18.55,0.0,8.88
2016-06-20,3.71,10.81,0.0,25.57,0.0,21.06,0.0,19.42,0.01,7.53
2016-06-21,33.55,10.62,0.0,25.18,0.0,22.49,0.01,19.14,0.07,9.75
2016-06-22,24.42,13.01,0.0,25.15,0.0,22.6,0.0,18.8,1.95,11.7
2016-06-23,0.09,13.84,0.0,26.94,0.0,22.87,0.0,19.0,0.13,12.64
2016-06-24,0.14,13.91,0.0,27.64,0.0,22.9,0.0,19.8,0.06,11.67
2016-06-25,0.0,14.95,0.0,26.86,0.0,21.68,0.0,20.35,2.88,13.83
2016-06-26,0.0,15.85,0.0,25.42,0.0,20.66,0.0,19.7,0.74,16.1
2016-06-27,0.0,16.2,0.0,26.0,0.0,20.23,0.0,18.48,0.19,15.36
2016-06-28,0.03,16.48,0.0,26.38,0.0,19.88,0.0,18.66,0.04,16.78
2016-06-29,0.01,16.52,0.0,26.2,0.0,21.03,0.0,17.73,0.06,16.51
2016-06-30,0.02,16.29,0.0,25.95,0.0,21.53,0.24,18.43,0.02,15.15
2016-07-01,0.01,16.99,0.0,25.53,0.0,21.92,0.0,19.28,0.08,17.41
2016-07-02,0.02,17.65,0.0,25.43,0.0,21.0,0.0,20.0,0.12,17.82
2016-07-03,0.06,17.72,0.0,26.11,0.0,21.57,0.0,19.5,0.01,18.66
2016-07-04,0.02,18.27,0.0,26.27,0.0,21.29,0.0,20.01,0.0,19.36
2016-07-05,0.05,18.56,0.0,26.28,0.0,22.28,0.0,20.8,8.38,19.81
2016-07-06,2.08,18.37,0.0,26.07,0.0,22.95,0.25,16.79,13.63,12.08
2016-07-07,0.01,13.95,0.0,26.52,0.0,22.68,0.01,15.11,0.0,10.84
2016-07-08,0.0,12.98,0.0,26.85,0.0,22.67,0.0,16.77,0.01,11.17
2016-07-09,0.05,13.88,0.0,27.5,0.0,23.57,0.0,20.27,10.61,11.52
2016-07-10,0.03,17.31,0.0,27.56,0.0,24.07,0.0,21.37,0.48,13.87
2016-07-11,0.03,19.1,0.0,27.97,0.0,23.88,0.0,21.75,48.75,14.71
2016-07-12,14.06,20.47,0.0,27.69,0.0,23.74,0.0,22.61,1.34,13.59
2016-07-13,20.82,16.93,0.0,27.85,0.0,24.3,0.0,22.85,3.15,11.12
2016-07-14,0.84,19.27,0.0,28.49,0.0,23.9,0.0,22.57,15.12,13.21
2016-07-15,20.04,20.41,0.0,28.53,0.0,24.07,0.01,23.04,0.21,13.93
2016-07-16,36.47,15.28,0.0,28.11,0.0,24.06,7.57,16.15,0.06,9.86
2016-07-17,0.0,10.76,0.0,25.26,0.0,21.01,0.0,10.85,0.13,7.05
2016-07-18,0.04,9.62,0.0,25.19,0.0,20.98,0.0,12.06,0.0,7.94
2016-07-19,0.05,11.42,0.0,25.13,0.0,21.93,0.0,15.98,0.0,6.94
2016-07-20,0.58,11.65,0.0,25.15,0.0,22.14,0.0,16.19,0.01,6.91
2016-07-21,0.05,12.65,0.0,25.1,0.0,21.92,0.0,16.92,0.0,8.76
2016-07-22,0.05,12.64,0.0,25.37,0.0,21.77,0.0,17.86,0.03,9.1
2016-07-23,0.03,13.71,0.0,26.04,0.0,23.96,0.0,18.77,0.06,13.05
2016-07-24,0.02,16.16,0.0,27.26,0.0,24.25,0.0,20.47,0.01,16.13
2016-07-25,0.03,16.4,0.0,28.33,0.0,23.29,0.0,22.56,2.4,17.14
2016-07-26,0.02,17.94,0.0,27.27,0.0,24.25,0.0,22.4,14.95,16.16
2016-07-27,0.0,16.66,0.0,27.52,0.0,24.59,0.0,18.96,1.92,10.29
2016-07-28,0.38,13.08,0.0,26.7,0.0,24.02,0.0,19.48,0.0,9.08
2016-07-29,0.16,13.32,0.0,26.67,0.0,23.77,0.0,21.18,0.0,11.03
2016-07-30,0.02,15.52,0.0,26.76,0.0,23.01,0.0,21.58,0.0,15.11
2016-07-31,0.08,17.15,0.0,26.52,0.0,22.3,0.0,21.3,0.0,19.09
2016-08-01,0.05,18.1,0.0,26.14,0.0,23.05,0.0,22.47,0.0,17.79
2016-08-02,1.27,15.1,0.0,26.29,0.0,22.68,0.0,22.23,0.04,12.18
2016-08-03,1.3,15.48,0.0,27.12,0.0,23.57,0.0,21.16,0.03,13.58
2016-08-04,0.38,16.96,0.0,27.49,0.0,24.24,0.0,21.36,0.02,17.17
2016-08-05,0.01,17.81,0.0,28.47,0.0,24.23,0.0,22.29,0.0,19.72
2016-08-06,0.07,20.41,0.0,28.78,0.0,24.64,0.0,23.87,22.71,15.36
2016-08-07,11.04,15.73,0.0,28.48,0.0,24.6,0.0,24.85,0.27,13.33
2016-08-08,10.69,12.9,0.0,28.72,0.0,25.14,0.01,24.03,0.0,11.25
2016-08-09,5.26,14.77,0.0,28.73,0.0,25.28,5.32,20.04,0.25,12.13
2016-08-10,0.04,13.87,0.0,27.44,0.0,24.77,1.5,16.84,0.74,11.44
